tier	score	via	gold	filler	cognate	novel	en	fr
B	0.704	retrieve	0	0	0	0	board	beau
B	0.704	retrieve	0	0	0	0	french	frais
B	0.703	retrieve	0	0	0	0	longer	longues
B	0.703	retrieve	0	0	0	0	longer	longue
B	0.703	retrieve	0	0	0	0	dance	danse
B	0.703	retrieve	0	0	1	0	band	bandes
B	0.703	retrieve	0	0	1	0	band	bande
B	0.702	decode	0	0	0	0	take	tic
B	0.702	decode	0	0	0	0	life	lave
B	0.702	retrieve	0	0	0	0	days	disent
B	0.702	retrieve	0	0	0	0	came	kim
B	0.702	decode	0	0	0	0	later	lire
B	0.702	decode	0	0	0	0	area	errer
B	0.702	decode	0	0	0	0	nice	naze
B	0.702	decode	0	0	0	0	died	date
B	0.702	decode	0	0	0	0	rate	rite
B	0.702	decode	0	0	0	0	countries	country
B	0.702	retrieve	0	0	0	0	below	bleus
B	0.702	retrieve	0	0	0	0	below	bleue
B	0.702	decode	0	0	0	0	below	bleu
B	0.702	retrieve	0	0	0	0	boys	bosse
B	0.702	retrieve	0	0	0	0	boys	boss
B	0.702	retrieve	0	0	0	0	section	sec
B	0.702	decode	0	0	0	0	wide	watts
B	0.701	retrieve	0	0	0	0	effect	insectes
B	0.7	retrieve	0	0	0	0	not	notes
B	0.7	retrieve	0	0	0	0	our	ha
B	0.7	retrieve	0	0	0	0	our	ah
B	0.7	retrieve	0	0	0	0	back	banques
B	0.7	retrieve	0	0	0	0	bad	bandes
B	0.7	retrieve	0	0	0	0	bad	bande
B	0.7	decode	0	0	0	0	hard	hard
B	0.7	retrieve	0	0	0	0	went	ouais
B	0.7	retrieve	0	0	0	0	oh	hauts
B	0.7	retrieve	0	0	0	0	oh	haut
B	0.7	retrieve	0	0	0	1	st	se
B	0.7	retrieve	0	0	0	0	county	quasi
B	0.7	retrieve	0	0	0	0	hour	ha
B	0.7	retrieve	0	0	0	0	hour	ah
B	0.7	retrieve	0	0	0	0	gone	gosses
B	0.7	retrieve	0	0	0	0	gone	gosse
B	0.7	decode	0	0	0	1	ok	ok
B	0.7	retrieve	0	0	0	0	mom	meme
B	0.7	decode	0	0	0	0	mom	môme
B	0.7	retrieve	0	0	0	1	okay	ok
B	0.7	retrieve	0	0	0	0	straight	cest
B	0.7	decode	0	0	0	0	rock	rauque
B	0.7	retrieve	0	0	0	0	eye	ha
B	0.7	retrieve	0	0	0	0	eye	ah
B	0.7	retrieve	0	0	0	0	safety	séries
B	0.7	retrieve	0	0	0	0	safety	série
B	0.7	retrieve	0	0	0	1	approach	proches
B	0.699	retrieve	0	0	0	0	left	lait
B	0.699	retrieve	0	0	0	0	tonight	tenait
B	0.699	retrieve	0	0	0	0	treatment	triste
B	0.699	retrieve	0	0	0	0	quick	qu
B	0.698	decode	0	0	0	0	trying	trahi
B	0.698	retrieve	0	0	1	0	industry	industries
B	0.698	retrieve	0	0	1	0	industry	industrie
B	0.698	retrieve	0	0	0	0	female	fils
B	0.698	retrieve	0	0	0	0	female	file
B	0.697	retrieve	0	0	0	0	community	connerie
B	0.697	retrieve	0	0	0	0	parents	pères
B	0.697	retrieve	0	0	0	0	parents	père
B	0.696	retrieve	0	0	0	0	new	genoux
B	0.696	retrieve	0	0	0	0	even	yves
B	0.696	retrieve	0	0	0	0	even	iv
B	0.696	retrieve	0	0	0	0	both	beaux
B	0.696	retrieve	0	0	0	0	both	beau
B	0.696	retrieve	0	0	0	0	second	sexe
B	0.696	retrieve	0	0	1	0	system	systèmes
B	0.696	retrieve	0	0	1	0	system	système
B	0.696	retrieve	0	0	0	0	far	foire
B	0.696	retrieve	0	0	0	0	south	ça
B	0.696	retrieve	0	0	0	0	south	sa
B	0.696	retrieve	0	0	0	0	knew	genoux
B	0.696	retrieve	0	0	0	0	security	ski
B	0.696	retrieve	0	0	1	0	star	standard
B	0.696	retrieve	0	0	0	0	straight	triste
B	0.696	retrieve	0	0	1	0	bar	boire
B	0.696	retrieve	0	0	1	0	stupid	stupide
B	0.696	retrieve	0	0	1	0	stock	sacs
B	0.696	retrieve	0	0	1	0	stock	sac
B	0.695	decode	0	0	0	1	certainly	son lie
B	0.695	retrieve	0	0	0	0	biggest	best
B	0.695	retrieve	0	0	0	0	trump	troupes
B	0.694	retrieve	0	0	0	0	energy	ennemis
B	0.694	retrieve	0	0	0	0	energy	ennemi
B	0.694	retrieve	0	0	0	0	present	prêts
B	0.694	retrieve	0	0	0	0	federal	faibles
B	0.694	retrieve	0	0	0	0	federal	faible
B	0.694	retrieve	0	0	0	0	central	sel
B	0.694	retrieve	0	0	0	0	central	celles
B	0.694	retrieve	0	0	0	0	network	nettoyer
B	0.694	retrieve	0	0	0	0	section	sexe
B	0.694	decode	0	0	0	0	section	sexes
B	0.693	retrieve	0	0	0	0	around	rendent
B	0.693	retrieve	0	0	0	1	dr	actes
B	0.693	retrieve	0	0	0	1	dr	acte
B	0.693	retrieve	0	0	0	1	september	septembre
B	0.693	retrieve	0	0	0	0	round	rendent
B	0.693	retrieve	0	0	0	0	modern	man
B	0.693	retrieve	0	0	0	0	access	sexe
B	0.693	retrieve	0	0	0	0	dark	arc
B	0.692	retrieve	0	0	0	0	night	nantes
B	0.692	retrieve	0	0	0	0	support	sortes
B	0.692	retrieve	0	0	0	0	support	sortent
B	0.692	retrieve	0	0	0	0	trying	traces
B	0.692	retrieve	0	0	0	0	trying	trace
B	0.692	decode	0	0	0	0	happy	épi
B	0.692	retrieve	0	0	0	0	study	samedi
B	0.692	decode	0	0	0	0	council	cannelle
B	0.692	retrieve	0	0	0	0	seeing	signe
B	0.692	retrieve	0	0	0	0	growing	grosses
B	0.691	retrieve	0	0	0	1	mr	modeste
B	0.691	retrieve	0	0	0	0	must	modeste
B	0.691	decode	0	0	0	1	living	living
B	0.691	retrieve	0	0	0	0	eyes	assise
B	0.691	retrieve	0	0	0	0	paid	période
B	0.691	retrieve	0	0	0	0	sister	sites
B	0.69	retrieve	0	0	0	0	time	testament
B	0.69	retrieve	0	0	0	0	been	bonnes
B	0.69	retrieve	0	0	0	0	good	guide
B	0.69	retrieve	0	0	0	0	look	luc
B	0.69	retrieve	0	0	0	0	god	gardes
B	0.69	retrieve	0	0	0	0	god	garde
B	0.69	retrieve	0	0	0	0	based	baptiste
B	0.69	retrieve	0	0	0	0	shit	chute
B	0.69	retrieve	0	0	0	0	wrong	rock
B	0.69	retrieve	0	0	0	0	data	des
B	0.69	retrieve	0	0	0	0	soon	sonne
B	0.69	retrieve	0	0	0	0	near	nord
B	0.69	retrieve	0	0	0	0	shot	charte
B	0.69	retrieve	0	0	0	0	exactly	exact
B	0.69	retrieve	0	0	0	0	cup	coupes
B	0.69	retrieve	0	0	0	0	quality	cris
B	0.69	retrieve	0	0	0	0	quality	cri
B	0.69	retrieve	0	0	0	0	army	amis
B	0.69	decode	0	0	0	0	army	amie
B	0.69	retrieve	0	0	0	0	created	cris
B	0.69	retrieve	0	0	0	0	network	nette
B	0.69	retrieve	0	0	0	0	kid	code
B	0.69	decode	0	0	0	0	ship	chope
B	0.689	retrieve	0	0	0	0	right	raconte
B	0.689	retrieve	0	0	0	0	shit	chouette
B	0.689	retrieve	0	0	0	0	turn	tiennent
B	0.689	retrieve	0	0	0	0	works	ex
B	0.689	retrieve	0	0	0	0	works	aix
B	0.689	retrieve	0	0	1	0	experience	expériences
B	0.689	retrieve	0	0	1	0	experience	expérience
B	0.689	decode	0	0	0	0	quality	connerie
B	0.689	retrieve	0	0	0	0	race	réponses
B	0.689	retrieve	0	0	0	0	recent	triste
B	0.689	retrieve	0	0	0	0	write	raconte
B	0.689	decode	0	0	0	1	approach	approches
B	0.688	decode	0	1	0	1	only	on lie
B	0.688	retrieve	0	0	0	0	first	fêtes
B	0.688	retrieve	0	0	0	0	first	fête
B	0.688	decode	0	0	0	0	first	faites
B	0.688	decode	0	0	0	0	being	bine
B	0.688	retrieve	0	0	0	0	still	sel
B	0.688	retrieve	0	0	0	0	such	sache
B	0.688	retrieve	0	0	0	0	own	automne
B	0.688	decode	0	0	0	1	mr	mette
B	0.688	decode	0	0	0	0	must	mate
B	0.688	retrieve	0	0	0	0	left	lève
B	0.688	retrieve	0	0	0	0	pay	ps
B	0.688	retrieve	0	0	0	0	asked	actes
B	0.688	retrieve	0	0	0	0	asked	acte
B	0.688	retrieve	0	0	0	0	six	ex
B	0.688	retrieve	0	0	0	1	de	dehors
B	0.688	retrieve	0	0	0	0	return	rennes
B	0.688	retrieve	0	0	0	0	return	reine
B	0.688	decode	0	0	0	0	return	reines
B	0.688	retrieve	0	0	0	0	stuff	sauf
B	0.688	retrieve	0	0	0	0	search	sèche
B	0.688	decode	0	0	0	0	search	sèches
B	0.688	retrieve	0	0	0	0	train	trains
B	0.688	retrieve	0	0	0	0	master	matt
B	0.688	decode	0	0	0	0	master	mate
B	0.687	retrieve	0	0	0	0	report	rapporte
B	0.687	retrieve	0	0	0	0	normal	normale
B	0.687	decode	0	0	0	0	normal	normal
B	0.686	retrieve	0	0	0	0	needs	nice
B	0.686	decode	0	0	0	0	special	seychelles
B	0.686	retrieve	0	0	0	0	paid	périodes
B	0.686	retrieve	0	0	0	0	chief	tarifs
B	0.686	retrieve	0	0	0	0	chief	tarif
B	0.686	retrieve	0	0	0	0	blood	blé
B	0.686	decode	0	0	0	0	committee	connerie
B	0.685	retrieve	0	0	0	0	friends	phrases
B	0.685	retrieve	0	0	0	0	major	ménages
B	0.685	retrieve	0	0	0	0	major	ménage
B	0.685	retrieve	0	0	0	0	baby	bébés
B	0.685	retrieve	0	0	0	0	likely	lit
B	0.685	retrieve	0	0	0	0	likely	lis
B	0.685	retrieve	0	0	0	0	bank	banques
B	0.685	retrieve	0	0	0	0	bank	banque
B	0.685	retrieve	0	0	0	1	james	jazz
B	0.685	retrieve	0	0	0	0	title	tables
B	0.685	retrieve	0	0	0	0	title	table
B	0.685	decode	0	0	0	0	career	cries
B	0.685	retrieve	0	0	0	0	eight	hésite
B	0.684	retrieve	0	0	0	0	what	ouest
B	0.684	retrieve	0	0	0	0	most	mots
B	0.684	retrieve	0	0	0	0	such	sèche
B	0.684	retrieve	0	0	0	0	season	sixième
B	0.684	retrieve	0	0	0	0	anyone	fn
B	0.684	retrieve	0	0	1	0	john	dan
B	0.683	retrieve	0	0	0	0	from	femmes
B	0.683	retrieve	0	0	0	0	from	femme
B	0.683	retrieve	0	0	0	0	can	crâne
B	0.683	retrieve	0	0	0	0	go	gaulle
B	0.683	retrieve	0	0	0	0	being	by
B	0.683	retrieve	0	0	0	0	same	sam
B	0.683	retrieve	0	0	0	0	game	gamme
B	0.683	retrieve	0	0	0	0	give	grève
B	0.683	retrieve	0	0	0	0	doing	doux
B	0.683	decode	0	0	0	0	came	came
B	0.683	decode	0	0	0	0	line	lad
B	0.683	retrieve	0	0	0	0	face	fausses
B	0.683	decode	0	0	0	0	five	fauve
B	0.683	retrieve	0	0	0	0	pay	pr
B	0.683	decode	0	0	0	0	south	sas
B	0.683	decode	0	0	0	0	gave	gave
B	0.683	retrieve	0	0	0	0	road	roses
B	0.683	retrieve	0	0	0	0	road	ronde
B	0.683	retrieve	0	0	0	0	fight	fautes
B	0.683	retrieve	0	0	0	0	space	spéciaux
B	0.683	retrieve	0	0	0	0	goes	gaz
B	0.683	retrieve	0	0	0	0	brought	pote
B	0.683	retrieve	0	0	0	0	save	savent
B	0.683	decode	0	0	0	0	race	race
B	0.683	decode	0	1	0	0	simply	on plie
B	0.683	retrieve	0	0	0	0	paper	pape
B	0.683	retrieve	0	0	0	0	voice	vote
B	0.683	retrieve	0	0	0	0	goal	go
B	0.683	retrieve	0	0	0	0	base	basse
B	0.683	retrieve	0	0	0	0	seeing	si
B	0.683	retrieve	0	0	0	0	wrote	routes
B	0.683	retrieve	0	0	0	0	wrote	route
B	0.683	decode	0	0	0	0	wrote	rate
B	0.683	retrieve	0	0	0	0	shall	charles
B	0.683	retrieve	0	0	0	0	gas	grâce
B	0.683	retrieve	0	0	0	0	gas	grace
B	0.683	retrieve	0	0	0	0	moved	mouvements
B	0.683	retrieve	0	0	0	0	moved	mouvement
B	0.683	retrieve	0	0	0	0	credit	christ
B	0.683	retrieve	0	0	0	0	cross	gosses
B	0.683	retrieve	0	0	0	0	cross	gosse
B	0.682	retrieve	0	0	0	0	like	là
B	0.682	retrieve	0	0	0	0	out	actes
B	0.682	retrieve	0	0	0	0	time	tas
B	0.682	retrieve	0	0	0	0	go	gauche
B	0.682	retrieve	0	0	0	0	take	thé
B	0.682	retrieve	0	0	0	0	same	ses
B	0.682	retrieve	0	0	0	0	find	façade
B	0.682	retrieve	0	0	0	0	found	façade
B	0.682	retrieve	0	0	0	0	name	nés
B	0.682	retrieve	0	0	0	0	name	née
B	0.682	retrieve	0	0	0	0	live	là
B	0.682	retrieve	0	0	0	0	came	quai
B	0.682	retrieve	0	0	0	0	book	banques
B	0.682	retrieve	0	0	0	0	book	banque
B	0.682	retrieve	0	0	0	0	happy	pis
B	0.682	retrieve	0	0	0	0	final	facile
B	0.682	retrieve	0	0	0	0	type	tas
B	0.682	retrieve	0	0	0	0	total	totale
B	0.682	retrieve	0	0	0	1	issues	house
B	0.682	retrieve	0	0	0	0	movie	mouvements
B	0.682	retrieve	0	0	0	0	movie	mouvement
B	0.682	retrieve	0	0	0	0	save	ses
B	0.682	retrieve	0	0	0	0	council	canal
B	0.682	retrieve	0	0	0	0	ice	axe
B	0.682	retrieve	0	0	0	0	heavy	vit
B	0.682	retrieve	0	0	0	0	heavy	vis
B	0.681	retrieve	0	0	0	0	while	toile
B	0.681	decode	0	0	0	0	both	beauf
B	0.681	retrieve	0	0	0	0	three	prix
B	0.681	retrieve	0	0	0	0	thought	pote
B	0.681	retrieve	0	0	0	0	top	types
B	0.681	retrieve	0	0	0	0	far	forts
B	0.681	decode	0	1	0	1	especially	et pêcheries
B	0.681	retrieve	0	0	0	0	problems	probablement
B	0.681	retrieve	0	0	0	0	mom	mêmes
B	0.681	retrieve	0	0	0	0	increase	christ
B	0.681	retrieve	0	0	0	1	lol	lille
B	0.68	retrieve	0	0	0	0	area	ère
B	0.68	retrieve	0	0	0	0	area	aire
B	0.68	retrieve	0	0	0	0	mind	madrid
B	0.68	retrieve	0	0	0	0	wrong	rome
B	0.68	retrieve	0	0	0	0	song	sommes
B	0.679	retrieve	0	0	0	0	find	fans
B	0.679	retrieve	0	0	0	0	found	fans
B	0.679	retrieve	0	0	0	0	week	pique
B	0.679	decode	0	0	0	0	told	taule
B	0.679	retrieve	0	0	0	0	kind	cannes
B	0.679	retrieve	0	0	0	0	kind	can
B	0.679	decode	0	0	0	0	kind	cane
B	0.679	retrieve	0	0	0	0	mind	man
B	0.679	retrieve	0	0	0	0	gold	gaulle
B	0.679	decode	0	0	0	0	gold	gaule
B	0.679	retrieve	0	0	0	1	david	décide
B	0.679	retrieve	0	0	0	0	review	roux
B	0.679	retrieve	0	0	0	0	science	sagesse
B	0.679	decode	0	0	0	1	washington	washington
B	0.679	retrieve	0	0	0	0	wanna	ne
B	0.679	retrieve	0	0	0	0	effect	directe
B	0.679	retrieve	0	0	0	0	levels	lèvres
B	0.679	retrieve	0	0	0	0	interested	terrestre
B	0.679	retrieve	0	0	0	0	interested	restera
B	0.679	retrieve	0	0	0	1	france	francis
B	0.678	retrieve	0	0	0	0	before	bords
B	0.678	retrieve	0	0	0	0	before	bord
B	0.678	retrieve	0	0	0	0	since	six
B	0.678	retrieve	0	0	0	0	thought	note
B	0.678	decode	0	1	0	0	yourself	et elfes
B	0.678	retrieve	0	0	0	0	kids	quinze
B	0.678	retrieve	0	0	0	1	de	dessus
B	0.678	retrieve	0	0	0	0	card	gardes
B	0.678	retrieve	0	0	0	1	cases	quai
B	0.678	retrieve	0	0	0	0	awesome	hum
B	0.678	retrieve	0	0	0	0	awesome	hommes
B	0.677	retrieve	0	0	0	0	being	big
B	0.677	retrieve	0	0	0	0	project	prétexte
B	0.677	retrieve	0	0	0	0	perfect	préfecture
B	0.677	retrieve	0	0	0	0	french	frères
B	0.677	retrieve	0	0	0	0	paper	pp
B	0.677	decode	0	0	0	0	female	final
B	0.677	decode	0	0	0	1	finished	finish
B	0.676	retrieve	0	0	0	0	since	cesse
B	0.676	retrieve	0	0	0	0	fact	actes
B	0.676	retrieve	0	0	0	0	fact	acte
B	0.676	retrieve	0	0	0	0	body	by
B	0.676	retrieve	0	0	0	0	probably	publie
B	0.676	retrieve	0	0	0	0	ready	ray
B	0.676	retrieve	0	0	0	0	ready	riz
B	0.676	decode	0	0	0	0	price	passent
B	0.676	decode	0	0	0	0	land	lad
B	0.676	retrieve	0	0	0	0	record	ray
B	0.676	decode	0	0	0	1	st	cette
B	0.676	retrieve	0	0	0	0	fans	phase
B	0.676	retrieve	0	0	0	0	brain	brésil
B	0.676	retrieve	0	0	0	0	cancer	casse
B	0.675	retrieve	0	0	0	0	family	folie
B	0.675	retrieve	0	0	0	0	real	riz
B	0.675	retrieve	0	0	0	0	gonna	ne
B	0.675	retrieve	0	0	0	0	finally	folie
B	0.675	retrieve	0	0	1	0	lives	lave
B	0.675	retrieve	0	0	0	0	drive	drapeau
B	0.675	retrieve	0	0	0	0	character	correct
B	0.675	retrieve	0	0	0	0	limited	lord
B	0.675	retrieve	0	0	0	0	miles	mâle
B	0.675	retrieve	0	0	0	0	miles	mal
B	0.675	retrieve	0	0	0	0	favorite	fortes
B	0.675	retrieve	0	0	0	0	favorite	forte
B	0.675	retrieve	0	0	0	0	goals	gaulle
B	0.675	decode	0	0	0	0	goals	gaule
B	0.674	decode	0	0	0	0	about	battent
B	0.674	decode	0	0	0	0	works	axe
B	0.674	retrieve	0	0	0	0	bring	brun
B	0.674	retrieve	0	0	0	0	perfect	pacte
B	0.674	retrieve	0	0	0	0	worked	actes
B	0.674	retrieve	0	0	0	0	worked	acte
B	0.674	decode	0	0	0	0	follow	falot
B	0.674	retrieve	0	0	0	0	step	stephen
B	0.674	decode	0	0	0	1	allowed	lad
B	0.674	retrieve	0	0	0	0	brown	bravo
B	0.673	retrieve	0	0	0	0	day	dc
B	0.673	retrieve	0	0	0	0	long	lors
B	0.673	retrieve	0	0	0	0	five	phase
B	0.673	retrieve	0	0	0	0	stay	stéphane
B	0.673	retrieve	0	0	0	0	seems	si
B	0.673	decode	0	0	0	0	killed	guilde
B	0.673	retrieve	0	0	0	0	needed	nice
B	0.673	retrieve	0	0	0	0	fast	fêtes
B	0.673	retrieve	0	0	0	0	fast	fête
B	0.673	retrieve	0	0	0	1	friday	frappé
B	0.673	retrieve	0	0	0	1	friday	frapper
B	0.673	decode	0	0	0	1	friday	frappée
B	0.673	retrieve	0	0	0	0	search	sache
B	0.672	retrieve	0	0	0	0	nice	nan
B	0.672	decode	0	0	0	0	final	fatal
B	0.672	decode	0	0	0	0	travel	tremble
B	0.671	retrieve	0	0	0	0	year	your
B	0.671	retrieve	0	0	0	0	look	lac
B	0.671	decode	0	0	0	0	give	gave
B	0.671	retrieve	0	0	0	0	again	haine
B	0.671	retrieve	0	0	0	0	ask	disques
B	0.671	retrieve	0	0	0	0	ask	disque
B	0.671	retrieve	0	0	1	0	police	puissent
B	0.671	decode	0	1	0	0	energy	un j
B	0.671	retrieve	0	0	0	0	brother	bras
B	0.671	retrieve	0	0	0	0	quickly	clip
B	0.671	retrieve	0	0	0	0	quickly	clients
B	0.671	retrieve	0	0	0	0	kid	codes
B	0.67	retrieve	0	0	0	1	who	où
B	0.67	retrieve	0	0	0	1	who	ou
B	0.67	retrieve	0	0	0	0	real	réels
B	0.67	decode	0	0	0	0	real	réel
B	0.67	retrieve	0	0	0	0	black	blagues
B	0.67	decode	0	0	0	1	tv	dévie
B	0.67	retrieve	0	0	0	0	sound	ça
B	0.67	retrieve	0	0	0	0	sound	sa
B	0.67	retrieve	0	0	0	0	production	prenant
B	0.67	retrieve	0	0	0	0	stuff	steve
B	0.67	retrieve	0	0	0	0	recent	christ
B	0.67	retrieve	0	0	0	0	moving	mouvements
B	0.67	retrieve	0	0	0	0	moving	mouvement
B	0.67	decode	0	0	0	0	costs	cote
B	0.67	retrieve	0	0	0	0	subject	suspect
B	0.67	retrieve	0	0	0	0	product	pacte
B	0.67	retrieve	0	0	0	1	unit	you
B	0.67	retrieve	0	0	0	0	brain	brun
B	0.669	retrieve	0	0	0	0	old	solde
B	0.669	retrieve	0	0	1	0	place	plaît
B	0.669	retrieve	0	0	0	0	wait	ouest
B	0.669	retrieve	0	0	0	0	percent	pen
B	0.669	retrieve	0	0	0	0	percent	peines
B	0.669	decode	0	0	0	0	percent	peine
B	0.669	retrieve	0	0	0	0	spent	pen
B	0.669	decode	0	0	0	0	spent	peine
B	0.669	retrieve	0	0	0	0	weight	ouest
B	0.669	retrieve	0	0	0	0	join	donnent
B	0.669	decode	0	0	0	0	join	donne
B	0.668	retrieve	0	0	0	0	state	sept
B	0.668	decode	0	0	0	0	state	cette
B	0.668	retrieve	0	0	0	0	reason	rien
B	0.668	decode	0	1	0	1	companies	on venise
B	0.668	retrieve	0	0	0	1	received	rive
B	0.668	decode	0	0	0	1	received	rives
B	0.668	retrieve	0	0	0	0	beyond	bonnes
B	0.668	retrieve	0	0	0	0	beyond	bonne
B	0.668	retrieve	0	0	0	0	spend	pen
B	0.668	retrieve	0	0	0	0	spend	peines
B	0.668	decode	0	0	0	0	spend	peine
B	0.667	retrieve	0	0	0	0	data	dr
B	0.667	decode	0	0	0	0	front	francs
B	0.667	retrieve	0	0	0	0	dog	dingue
B	0.667	retrieve	0	0	0	0	events	vais
B	0.667	retrieve	0	0	0	1	sir	se
B	0.667	retrieve	0	0	0	1	sir	ce
B	0.667	retrieve	0	0	0	0	minister	mixte
B	0.667	retrieve	0	0	1	0	western	ouais
B	0.666	retrieve	0	0	0	0	just	déteste
B	0.666	retrieve	0	0	0	0	great	gris
B	0.666	retrieve	0	0	0	0	money	my
B	0.666	retrieve	0	0	1	0	public	publiques
B	0.666	retrieve	0	0	1	0	public	publique
B	0.666	decode	0	0	1	0	public	public
B	0.666	retrieve	0	0	0	0	comes	quinze
B	0.666	retrieve	0	0	0	0	late	listes
B	0.666	retrieve	0	0	0	0	played	plaît
B	0.666	retrieve	0	0	0	0	played	play
B	0.666	retrieve	0	0	0	1	companies	venise
B	0.666	retrieve	0	0	0	0	trade	très
B	0.666	retrieve	0	0	0	0	trade	traits
B	0.666	retrieve	0	0	0	0	nearly	lit
B	0.666	retrieve	0	0	0	0	nearly	lis
B	0.666	retrieve	0	0	0	0	travel	triple
B	0.666	decode	0	0	0	0	nature	niches
B	0.666	retrieve	0	0	0	0	computer	courts
B	0.666	retrieve	0	0	0	0	computer	court
B	0.666	retrieve	0	0	1	0	lines	là
B	0.666	retrieve	0	0	1	0	lines	las
B	0.665	decode	0	0	0	0	schools	coule
B	0.665	retrieve	0	0	0	0	century	seine
B	0.665	retrieve	0	0	0	0	century	scènes
B	0.665	retrieve	0	0	0	0	limited	lourdes
B	0.665	retrieve	0	0	0	0	secretary	écrits
B	0.665	retrieve	0	0	0	0	secretary	écrit
B	0.665	retrieve	0	0	0	1	features	fiche
B	0.665	retrieve	0	0	1	0	stupid	stade
B	0.664	retrieve	0	0	0	0	around	rapides
B	0.664	retrieve	0	0	0	0	behind	bandes
B	0.664	retrieve	0	0	0	0	behind	bande
B	0.664	retrieve	0	0	0	0	security	souris
B	0.664	retrieve	0	0	0	0	round	rapides
B	0.664	retrieve	0	0	0	0	practice	presse
B	0.664	retrieve	0	0	0	1	france	fréquence
B	0.663	retrieve	0	0	0	0	you	où
B	0.663	retrieve	0	0	0	0	help	alpes
B	0.663	retrieve	0	0	0	0	social	sociales
B	0.663	retrieve	0	0	0	0	social	sociale
B	0.663	retrieve	0	0	0	0	players	plaît
B	0.663	retrieve	0	0	0	0	players	play
B	0.663	retrieve	0	0	0	0	gave	grève
B	0.663	retrieve	0	0	0	1	systems	steve
B	0.663	retrieve	0	0	0	0	box	max
B	0.663	decode	0	0	0	0	heavy	avis
B	0.662	retrieve	0	0	0	0	art	partent
B	0.662	retrieve	0	0	0	0	art	charte
B	0.662	decode	0	0	0	0	eat	hit
B	0.662	retrieve	0	0	0	0	website	ouest
B	0.662	retrieve	0	0	0	0	box	basse
B	0.662	retrieve	0	0	0	1	february	librairie
B	0.662	retrieve	0	0	0	0	leading	liquide
B	0.662	retrieve	0	0	1	0	contact	contacts
B	0.662	decode	0	0	1	0	contact	contact
B	0.661	retrieve	0	0	0	0	school	scandale
B	0.661	decode	0	0	0	0	start	tarte
B	0.661	retrieve	0	0	0	0	fuck	franck
B	0.661	retrieve	0	0	0	0	happy	tapis
B	0.661	retrieve	0	0	0	0	report	potes
B	0.661	retrieve	0	0	0	0	myself	massif
B	0.661	retrieve	0	0	0	0	society	séries
B	0.661	retrieve	0	0	0	0	dog	drogue
B	0.661	retrieve	0	0	0	0	parts	partent
B	0.661	decode	0	0	0	0	quickly	cliquez
B	0.661	decode	0	0	0	0	forces	fausse
B	0.661	retrieve	0	0	0	0	cancer	caisses
B	0.661	retrieve	0	0	0	0	dance	dix
B	0.66	retrieve	0	0	0	0	really	rempli
